proyecto_id,nombre,descripcion,fecha_inicio_plan,fecha_fin_plan,fecha_inicio_real,fecha_fin_real,horas_totales,horas_trabajadas,estado_id,tipo_proyecto_id,cliente_id,defectos_detectados,metadata_extraccion,catalogo_id
539,App Inventarios TS,Ha otras programas libertad obstante familia derecho josé modelo.,2020-01-07,2021-10-05,2020-01-21,,1226,883,3,5,364,0,0,539
540,Portal Clientes HJ,Donde era cerca propio julio orden sabe período.,2025-02-24,2025-12-31,2025-02-15,,1589,240,2,2,15,0,0,540
541,Portal Clientes IW,Prensa visto personal consejo señaló voz.,2025-04-25,2025-12-31,2025-04-23,,3443,2589,2,3,26,0,0,541
542,Sistema ERP Alpha QN,Saber busca español muy grande paz alguna siempre.,2021-05-29,2022-05-04,2021-05-26,,1507,653,3,4,259,0,0,542
543,Sistema Flotas TB,Origen sola llegar siquiera encuentro gobierno club gracias alrededor constitución.,2024-06-09,2025-12-01,2024-06-16,2025-11-25,2743,1514,4,2,229,15,0,543
544,Sistema ERP Alpha MW,Jefe es pudo apenas imposible hora aún título fútbol.,2024-12-05,2025-09-01,2024-12-07,,1183,960,2,1,133,0,0,544
545,Portal Clientes CF,Importantes hablar era pregunta o anterior especial intereses algún modo.,2020-12-22,2021-09-22,2021-01-02,,1706,639,2,2,293,0,0,545
546,Sistema ERP Alpha GI,María josé llega toda propios viene.,2020-07-02,2021-08-29,2020-07-07,2021-09-05,441,252,4,5,210,0,0,546
547,Sistema Flotas NU,Ha puede ex respecto barcelona sé.,2023-03-12,2024-07-10,2023-03-27,,1833,700,3,2,5,0,0,547
548,Sistema RRHH HD,Estar rey allí militar estamos martín.,2022-04-16,2023-08-25,2022-04-17,2023-08-26,2867,2727,4,3,364,13,0,548
549,Sistema Flotas DU,Allá él me lleva humana es palabra plan año.,2024-09-19,2025-12-31,,,1213,286,1,5,347,0,0,549
550,Sistema Flotas PY,Familia seis hace ayuda cualquier arriba.,2023-03-05,2024-10-12,2023-03-14,2023-12-29,3149,1528,5,3,340,4,0,550
551,Aplicación CRM IK,Quiero espacio ii julio la bueno título.,2022-06-17,2023-08-04,2022-06-15,,3311,1356,2,3,173,0,0,551
552,App Inventarios PK,Así distintas nosotros obra.,2025-10-13,2025-12-31,2025-10-19,,2385,1986,2,3,457,0,0,552
553,Aplicación CRM YW,Grandes prueba da estas banco tiempo día derecha s baja términos.,2023-09-04,2024-02-02,,,1227,332,1,5,413,0,0,553
554,Gestión Documental NN,Constitución algún acto programa información llevar grupos padre j.,2022-11-27,2025-02-14,2022-11-30,,2210,904,2,4,14,0,0,554
555,Aplicación CRM ND,Quienes posibilidades españa material color en del cuenta cuya diario.,2024-02-28,2025-06-24,2024-03-12,2025-06-27,788,715,4,5,19,4,0,555
556,App de Tareas WZ,Esa junio viejo resultado área cámara imagen ayer aquellas sabe.,2025-02-11,2025-12-31,2025-02-10,2025-08-14,2468,96,5,4,402,7,0,556
557,Gestión Documental WY,Fútbol habla j hecho acción será.,2020-01-30,2021-03-20,2020-02-12,,1524,861,3,4,50,0,0,557
558,Plataforma Reservas OV,Acerca análisis sabía sistema.,2025-03-20,2025-12-31,2025-03-17,2025-11-25,3340,1084,4,3,94,10,0,558
559,Gestión Documental OT,Tu central dios don lópez cambios haber.,2021-09-01,2024-05-07,2021-09-09,,2761,1881,2,3,216,0,0,559
560,Sistema Flotas OZ,Comercio apoyo central seguir línea.,2024-10-23,2025-09-28,2024-10-31,2025-10-05,1219,1128,4,4,61,2,0,560
561,Sistema RRHH RR,García él además tiene carlos habría guerra recursos mayo sistema.,2025-10-07,2025-12-31,2025-10-13,,1994,927,2,1,257,0,0,561
562,Portal Clientes BS,Cuyo análisis juicio la actual plaza muestra salida real exterior.,2023-06-18,2023-12-29,2023-06-18,,1362,1157,2,2,446,0,0,562
563,Aplicación CRM RH,Niño tengo peso juicio tarde alguna ambos consejo y muchos.,2020-09-11,2021-03-02,2020-09-23,,1586,988,2,4,458,0,0,563
564,App Inventarios KZ,Torno ley francia constitución asimismo.,2021-09-03,2023-11-12,2021-09-03,2023-11-17,3292,1390,4,3,250,10,0,564
565,Plataforma E-Commerce KV,Ni hubo ha servicios o conciencia etapa.,2022-02-16,2022-12-19,2022-03-03,,1448,955,3,2,390,0,0,565
566,Sistema RRHH PG,Eran quiere han claro producto tipos características objeto doctor.,2025-04-26,2025-12-31,2025-05-01,2025-11-25,2652,2634,4,4,223,10,0,566
567,Sistema ERP Alpha CL,Gobierno así ya primero hija tiene.,2021-01-31,2022-05-14,2021-01-31,2022-03-04,3945,1203,5,3,375,16,0,567
568,Aplicación CRM DZ,Han mesa servicios año yo qué capaz hablar francisco.,2023-07-01,2024-05-06,2023-06-30,,1726,1674,2,2,321,0,0,568
569,App Inventarios OM,Las campo produce aspecto objeto buena pone nuestras miembros mil será.,2020-11-15,2022-05-30,2020-11-07,2022-06-06,1026,925,4,5,258,1,0,569
570,Aplicación CRM AM,Naturaleza prueba lópez primera militar.,2023-01-09,2024-03-12,2023-01-12,,1473,107,2,5,373,0,0,570
571,Portal Clientes AE,Imagen sociedad conciencia así cosa cultura lenguaje texto ministro considera características.,2021-04-02,2022-10-03,2021-03-28,2022-10-16,2471,2413,4,4,176,12,0,571
572,Sistema Flotas ET,Programa solo se plan viene vez sociales g puso libertad.,2021-08-30,2023-03-06,2021-09-05,2023-03-10,889,751,4,2,68,2,0,572
573,Gestión Documental MO,Memoria aquella existencia padres máximo cantidad.,2022-10-25,2025-03-07,2022-11-08,2025-03-19,1368,1194,4,1,406,8,0,573
574,Sistema ERP Alpha LK,Alta capital sea miembros diciembre fue hizo el.,2021-11-23,2022-12-26,2021-11-14,2023-01-01,1938,634,4,1,25,10,0,574
575,Plataforma E-Commerce SO,Elementos eran corazón propios mayoría carta aún cosas destino.,2023-02-01,2024-02-07,,,917,343,1,5,64,0,0,575
576,Sistema RRHH AE,Si mayor cabeza muchos plan ideas había si.,2021-09-06,2022-07-09,2021-09-17,,1216,279,2,1,356,0,0,576
577,Sistema RRHH SL,Considera escuela buena palabra cual como ocasiones.,2020-11-10,2021-11-02,2020-11-03,,680,358,3,5,139,0,0,577
578,Plataforma Reservas BR,Interior plazo general obstante familia estar.,2023-03-02,2025-01-22,2023-03-07,,2233,623,2,3,61,0,0,578
579,App de Tareas QK,Perdido somos razones sectores él nuevo llama produce sistema calle.,2023-03-08,2024-09-12,2023-03-04,,3702,2421,2,3,399,0,0,579
580,App de Tareas UM,Perdido centro años alta social presente diciembre mil sólo.,2022-05-20,2023-02-18,2022-05-25,2023-02-21,961,916,4,2,152,1,0,580
581,Plataforma Reservas IG,Considera situación esa aquellos medidas tiene militar d siquiera militar.,2024-03-29,2025-08-16,2024-03-22,2025-06-09,626,289,5,1,121,2,0,581
582,Plataforma Reservas HD,Varios puerta acciones ocho comunidad siglo.,2023-05-30,2024-10-06,2023-05-28,2024-10-10,553,541,4,5,47,0,0,582
583,Sistema ERP Alpha OY,Muestra agua vio julio tu estados medios sabe pasado pese.,2022-03-01,2023-03-26,2022-02-22,2023-03-27,2950,2244,4,3,152,10,0,583
584,Plataforma Reservas JF,D tierra juego proceso también fuerzas.,2022-11-11,2024-05-14,2022-11-04,2024-05-15,2872,2168,4,3,185,6,0,584
585,Aplicación CRM BC,Haya fuerza organización esos pero arte algunas vida abril.,2022-07-04,2023-11-13,2022-07-08,,2146,1808,3,2,332,0,0,585
586,Aplicación CRM GG,Encuentro llegado jorge según ese ser punto tipo quienes nivel.,2025-10-24,2025-12-31,2025-10-19,,3669,3288,2,3,48,0,0,586
587,Sistema RRHH RM,Somos términos llevar carta esfuerzo se cierto unidad nuestras minutos.,2023-06-14,2025-10-04,2023-06-26,,3711,3586,2,3,234,0,0,587
588,App Inventarios LW,Mes congreso pequeño días.,2023-05-20,2024-08-21,2023-06-01,,1263,512,2,2,333,0,0,588
589,Sistema RRHH OO,Soy justicia llegado alrededor quedó visto.,2020-09-23,2021-11-09,2020-10-01,,1224,655,2,2,433,0,0,589
590,Sistema Flotas UM,Cierta derecha situación personal mar pesar administración además tipos.,2020-01-31,2020-07-16,2020-02-02,2020-07-25,1742,1185,4,4,348,4,0,590
591,Plataforma E-Commerce FZ,Buena capital radio dio diferencia pasar paso o.,2020-04-10,2022-03-21,2020-04-03,,2778,2383,2,2,451,0,0,591
592,Aplicación CRM IJ,Jóvenes atrás humana partidos niños música siguientes parte.,2023-04-15,2024-03-26,2023-04-05,,3341,2069,2,3,33,0,0,592
593,Aplicación CRM ME,Quienes rosa buenos familia personas.,2025-09-27,2025-12-31,2025-10-03,2025-11-25,858,832,4,5,296,4,0,593
594,Aplicación CRM JL,Mira productos le dentro ii.,2023-04-13,2024-12-29,2023-04-24,,2773,1720,2,2,222,0,0,594
595,Sistema ERP Alpha SN,Cabeza pública ninguna solo un señor armas.,2023-04-30,2025-01-10,2023-05-10,2025-01-15,511,475,4,5,424,0,0,595
596,Plataforma E-Commerce KH,Menor estaban bien club señora quien.,2021-10-01,2022-10-03,,,1106,67,1,2,254,0,0,596
597,Portal Clientes TB,Primer libre ministro ello región etc dice proyectos medida.,2023-05-25,2025-01-15,2023-06-01,,1638,1050,3,1,143,0,0,597
598,Plataforma E-Commerce MZ,Próximo debía hacerlo movimiento fuentes efectos podría.,2023-11-18,2024-08-29,2023-11-22,,1122,452,2,2,419,0,0,598
599,Plataforma Reservas WS,Niños distintos parís especial fueron secretario servicios.,2023-04-10,2024-07-06,2023-04-15,,2294,1189,2,4,256,0,0,599
600,Sistema ERP Alpha QL,Sido derecha había considera pasado contenido pasar iglesia uno artículo.,2021-11-05,2022-12-01,2021-11-12,2022-12-07,2688,2480,4,4,53,9,0,600
601,App de Tareas FA,Casa solo mitad estamos cultural dirección nunca parece era le.,2025-06-07,2025-12-31,2025-06-14,2025-11-25,1023,846,4,5,310,3,0,601
602,Sistema ERP Alpha SR,Música humanos ciencia servicio las presidente asimismo señor actitud.,2024-02-15,2025-12-31,2024-02-12,,3690,2613,2,3,175,0,0,602
603,Aplicación CRM DE,Hacen sociedad suficiente nacional mejores.,2021-05-16,2023-04-28,2021-05-28,2023-05-02,1368,785,4,5,393,10,0,603
604,Aplicación CRM KB,Mundo cuanto presente niños después serán existen casi últimos habían.,2020-04-17,2021-12-23,2020-04-27,2021-12-26,1299,1151,4,1,114,1,0,604
605,App Inventarios RI,Arte hasta opinión recursos pocos línea.,2020-11-15,2022-02-13,2020-11-20,2022-02-18,693,289,4,1,192,1,0,605
606,Sistema Flotas YS,Sector domingo desde calle dice cuerpo pequeña.,2021-09-13,2022-10-28,2021-09-09,2022-10-30,1120,784,4,1,210,6,0,606
607,Aplicación CRM FB,Ha no mejores análisis parte curso gran g norte.,2021-06-02,2022-04-30,,,1780,91,1,4,111,0,0,607
608,Plataforma E-Commerce CA,Caso señor cuales manera agua gracias diversos hacia nuestra persona.,2021-06-23,2022-10-24,2021-06-27,2022-10-26,652,585,4,5,24,2,0,608
609,Sistema ERP Alpha AZ,Un grandes hizo pudo dar elementos había considera.,2023-07-01,2024-06-27,2023-07-08,,1686,1218,2,1,256,0,0,609
610,App Inventarios TX,Calidad torno momentos enero material apoyo incluso dijo voz blanco.,2023-04-22,2024-07-05,2023-05-04,,3082,122,2,4,300,0,0,610
611,Sistema RRHH RX,Mayoría opinión electoral algún ocasión resultados.,2022-11-07,2023-06-15,2022-11-18,,1224,624,2,2,418,0,0,611
612,Portal Clientes BM,Consejo diez médico jefe especie con como peso ayer allí.,2023-08-24,2024-06-15,2023-08-22,,3494,2718,2,4,197,0,0,612
613,App Inventarios WP,Otros hoy nuevas dice zona dónde mano baja vuelve sector marco.,2021-02-21,2022-12-28,2021-02-24,2023-01-01,1546,1403,4,4,151,7,0,613
614,App de Tareas RU,Políticos perdido haciendo sería o.,2022-10-26,2024-10-17,2022-11-05,,1042,482,2,5,154,0,0,614
615,Aplicación CRM VP,Resultado violencia partes relación puedo escuela.,2025-03-04,2025-12-31,2025-03-15,,3406,1737,2,3,320,0,0,615
616,App de Tareas YH,Tras origen tiene siguiente jamás qué flores diversos.,2021-01-25,2021-10-06,2021-02-06,,2863,1023,3,2,333,0,0,616
617,Plataforma E-Commerce FL,Pasa produce noche sociales ir niño tenía cuatro espacio teatro.,2022-07-30,2024-01-13,2022-08-07,,3151,1728,3,3,390,0,0,617
618,Gestión Documental SK,Arriba dice pregunta cerca marzo total calle aquellos relaciones.,2025-03-08,2025-12-31,2025-03-11,,3186,1357,2,4,364,0,0,618
619,Sistema ERP Alpha VB,Mirada cuadro al ningún salida peso.,2022-07-21,2024-01-26,2022-08-01,,1595,411,2,4,13,0,0,619
620,Gestión Documental MI,Allá tienen música largo tú cuales.,2024-02-02,2025-04-24,2024-01-27,,1973,347,2,2,385,0,0,620
621,Aplicación CRM EV,Ocho juan profesional en podrá marcha.,2023-03-08,2024-02-01,2023-03-12,2024-02-02,932,714,4,2,152,3,0,621
622,Portal Clientes FZ,Concepto blanca policía aire república energía fondo ser distintas.,2023-04-10,2024-11-27,2023-04-16,,2392,1686,3,2,288,0,0,622
623,Sistema RRHH KK,Serán constitución sola d empresa sabía.,2025-05-26,2025-12-31,2025-06-10,,2587,1033,2,4,25,0,0,623
624,Gestión Documental SX,Viejo jorge campaña sociedad entre.,2023-01-27,2023-06-24,2023-01-23,2023-06-27,626,441,4,1,283,0,0,624
625,Sistema Flotas OT,Ve siquiera información existe argentina.,2022-03-01,2024-05-25,2022-03-08,,2306,2067,2,2,227,0,0,625
626,App Inventarios PM,Marzo consumo por sola encuentro profesional hijo plan abril juego.,2021-08-09,2022-10-03,2021-08-20,2022-10-10,2919,2171,4,3,100,7,0,626
627,Sistema ERP Alpha BK,Través manos arriba pudo vista falta demás junio principales.,2020-10-03,2022-10-09,2020-10-06,2022-10-12,1372,931,4,1,264,3,0,627
628,Aplicación CRM GO,Riesgo internacional otras actitud precios hijo falta rafael cámara la.,2020-08-04,2022-02-12,2020-08-08,,2011,1648,2,3,300,0,0,628
629,Sistema Flotas XS,Crisis tomar conocimiento partido pesar especie cuatro frente siguientes.,2023-11-01,2024-07-28,2023-11-12,2024-07-29,504,445,4,5,166,0,0,629
630,App de Tareas KN,Punto dejó costa sistema noviembre operación.,2023-10-01,2025-12-31,2023-09-28,2024-04-16,1250,368,5,1,184,3,0,630
631,Sistema RRHH ON,Dolor poder luis calle pueblo.,2022-11-29,2024-07-10,2022-11-21,,1499,902,2,5,213,0,0,631
632,Aplicación CRM BL,Estaban plaza mundo así llevar los comunicación.,2020-05-10,2021-03-14,2020-05-09,2020-09-08,2678,801,5,3,110,5,0,632
633,Aplicación CRM GN,Enero zona económica imposible algunas capacidad alrededor españoles pesetas acto.,2022-12-01,2024-02-15,,,834,157,1,1,386,0,0,633
634,Sistema ERP Alpha UP,Partes interior vez político proyecto mundo cara derecha.,2021-03-07,2023-02-05,2021-03-18,2023-02-14,899,762,4,5,329,3,0,634
635,App de Tareas BM,Zonas problema ambiente sala solo secretario.,2025-08-09,2025-12-31,2025-08-22,,2050,1151,2,4,59,0,0,635
636,App de Tareas EG,Línea el silencio pacientes varios económico instituciones septiembre.,2022-10-08,2024-01-25,2022-10-12,,3053,2835,2,3,265,0,0,636
637,App de Tareas RC,Importantes ciento p esa población reforma precios.,2025-08-07,2025-12-31,2025-07-30,,2112,1793,2,2,460,0,0,637
638,Sistema ERP Alpha SG,Cuanto muchos mejor económica miguel asunto prensa mientras.,2020-09-27,2021-12-17,2020-10-07,,1492,1397,3,5,396,0,0,638
639,Plataforma Reservas TR,Rafael niño aun club resultados encuentra unas partido solamente i.,2020-11-23,2022-02-03,2020-11-19,2022-02-09,2537,1760,4,2,323,10,0,639
640,Plataforma E-Commerce BT,Va muerto rodríguez vino nadie.,2022-03-11,2023-07-11,2022-03-23,2022-09-06,897,293,5,2,383,3,0,640
641,Plataforma Reservas QE,Partes material lleva siguiente produce luz.,2021-11-26,2023-02-19,2021-12-04,,3142,1575,2,3,407,0,0,641
642,Sistema RRHH KX,Tiene programa debía miedo baja tomar memoria piel anterior mí.,2022-03-15,2023-08-04,2022-03-18,,2847,1041,2,4,209,0,0,642
643,Sistema ERP Alpha HS,Estaba buena superior he semanas.,2024-11-14,2025-12-21,2024-11-24,2025-11-25,1695,1579,4,1,345,10,0,643
644,Aplicación CRM XI,Dan administración la nos menor hija paciente respecto.,2023-02-08,2024-06-09,2023-02-14,,748,601,2,1,300,0,0,644
645,Plataforma Reservas ZR,Económica clase países comisión pasar visto.,2021-03-25,2022-01-09,2021-03-24,,3242,893,2,3,352,0,0,645
646,App Inventarios SO,Análisis entonces derecho sean parís llamado entre respecto carácter.,2025-11-09,2025-12-31,2025-11-16,2025-11-25,1570,1542,4,1,421,4,0,646
647,App Inventarios HR,Estaban técnica comunidad especie sabe máximo luz técnica fuera consecuencia.,2021-11-30,2024-04-25,2021-11-29,2024-04-25,1004,538,4,5,409,4,0,647
648,Sistema ERP Alpha SV,Carne riesgo asunto principales dicho.,2025-08-10,2025-12-31,2025-08-17,,3960,1272,2,3,444,0,0,648
649,Sistema Flotas KB,Presencia relaciones pronto segunda niños ese principales tú carne habrá.,2024-08-29,2025-05-01,,,1772,342,1,1,22,0,0,649
650,Aplicación CRM ZG,Sé enero señora han comenzó podía.,2025-07-26,2025-12-31,2025-07-22,,2430,1628,2,3,44,0,0,650
651,App Inventarios KK,Arte resultados presenta situación película juan.,2025-07-16,2025-12-31,,,691,55,1,5,436,0,0,651
652,Plataforma Reservas AX,Año memoria puso sabe noviembre permite veces hay político soy.,2020-06-12,2023-03-27,2020-06-07,,2397,1492,3,3,428,0,0,652
653,App de Tareas HG,Naturaleza septiembre formas minutos ya san valor crecimiento.,2021-06-19,2022-04-23,2021-06-11,,1344,963,2,5,436,0,0,653
654,Sistema Flotas PV,Riesgo proyectos américa día actividad vía ningún mismos.,2023-10-14,2024-02-26,2023-10-19,2024-02-26,1004,581,4,1,129,5,0,654
655,Gestión Documental XA,Ante casa república pequeña tarde respuesta.,2024-11-14,2025-12-31,2024-11-23,,1209,1021,2,2,336,0,0,655
656,Aplicación CRM ER,Producto mujer atención encuentro principio.,2024-11-10,2025-12-31,2024-11-19,,2845,2656,3,4,163,0,0,656
657,Aplicación CRM IG,Parte pequeña produce cosas aspectos al cuya menor.,2024-07-04,2025-12-31,2024-07-07,2025-01-02,2292,714,5,2,300,11,0,657
658,Aplicación CRM FE,Democracia resultado mirada encima negro parece pudo unos pregunta padres.,2020-01-17,2021-11-20,2020-01-11,,2133,1267,2,4,365,0,0,658
659,Plataforma E-Commerce JC,Ellos además agua estas cuales ocasión entre paciente.,2024-04-21,2025-09-15,,,2895,380,1,4,450,0,0,659
660,App Inventarios TX,Personas perdido pudo relación años deseo lópez cuanto banco madrid.,2024-03-03,2025-12-31,2024-03-13,2025-11-25,622,350,4,5,250,4,0,660
661,Gestión Documental SU,Debía n teatro diez crecimiento pocos era todo trabajo asunto.,2021-10-30,2023-10-10,2021-11-12,,1604,586,2,2,424,0,0,661
662,Sistema ERP Alpha IM,Acuerdo ellas además parecía e madre ningún fiscal ciento hace.,2022-02-28,2023-12-19,2022-03-08,,1638,1237,2,1,457,0,0,662
663,App de Tareas RB,Menor mismo consecuencia explicó ve será.,2023-03-02,2024-05-15,2023-02-28,2024-05-21,950,929,4,2,303,2,0,663
664,App Inventarios KQ,Conocer ambos casi flores principio sus españoles después hecho hacer.,2024-08-30,2025-12-31,2024-09-03,,1991,537,3,2,201,0,0,664
665,Sistema ERP Alpha AE,Pensar dios claro esos dolor ley del sabe.,2021-11-21,2023-09-22,2021-12-02,2023-10-03,3028,2207,4,3,204,10,0,665
666,App Inventarios YG,Tienen fernando partir informe aire varias.,2025-12-16,2025-12-31,2025-11-25,,2905,790,2,2,315,0,0,666
667,Aplicación CRM KS,Meses según hasta algún llevar mujer fuego viene expresión seguir.,2023-06-04,2024-12-26,2023-05-26,2024-01-24,2780,1327,5,2,290,7,0,667
668,Portal Clientes EL,Cinco radio viaje lucha otras sol.,2022-04-10,2023-08-29,2022-04-16,,1969,532,3,1,120,0,0,668
669,Sistema ERP Alpha DU,Cambios relación color cambios josé diversas tenían carácter.,2022-05-06,2024-01-28,2022-04-27,2024-02-02,2862,2292,4,4,199,15,0,669
670,Gestión Documental BH,Familia puso encuentran seis primero tanto otros.,2022-01-15,2023-10-22,2022-01-23,,3709,2150,2,3,267,0,0,670
671,Sistema Flotas FK,Vez miedo palabra figura temas imposible espacio militar régimen sigue.,2024-05-19,2025-09-23,2024-05-29,,2496,1963,2,4,193,0,0,671
672,Sistema RRHH RR,Derecha camino alta debía humanos quería precisamente deja unas modelo.,2024-06-28,2025-12-04,2024-06-29,,2915,2488,2,2,193,0,0,672
673,App de Tareas RM,Importantes buscar pie contenido recursos.,2021-11-30,2023-09-28,2021-11-24,2023-10-08,413,304,4,5,247,0,0,673
674,App Inventarios LE,Fútbol ésta propios relaciones interior policía estos posibilidades.,2022-02-14,2023-03-08,2022-02-09,,2433,1896,2,3,330,0,0,674
675,Portal Clientes IX,Junto educación nombre que blanco dinero.,2022-08-05,2023-12-14,2022-08-08,,1953,923,3,1,368,0,0,675
676,Plataforma E-Commerce PG,Etapa área sueño vez y.,2023-12-01,2024-06-09,2023-11-27,,2961,1101,3,4,59,0,0,676
677,Portal Clientes VT,Caso puesto quedó hablar se salud cuatro varias.,2021-04-22,2022-08-04,2021-04-13,,1091,757,2,4,427,0,0,677
678,Sistema ERP Alpha AH,A carrera cuerpo aquellos puerta española área menor todavía.,2023-09-24,2025-02-16,,,2899,1192,1,2,83,0,0,678
679,Sistema RRHH QC,Madrid sean y juicio sabía general.,2022-06-04,2024-07-06,2022-06-13,,2916,905,2,2,133,0,0,679
680,Plataforma Reservas CI,Europa mercado sobre iglesia siguientes lenguaje noviembre les.,2024-02-28,2025-12-31,2024-02-24,2025-11-25,3939,2436,4,3,373,14,0,680
681,Sistema RRHH JF,Voz doctor razones carácter carne ocasiones.,2023-04-23,2024-11-08,2023-05-02,2024-11-12,1698,1444,4,2,247,6,0,681
682,Gestión Documental IH,Volver primera palabras con tiempos.,2020-06-10,2021-03-01,2020-06-05,2021-03-10,1446,1373,4,5,94,3,0,682
683,Portal Clientes RV,Larga efectos principio junto capacidad pequeño final cómo diez.,2022-02-14,2023-11-16,2022-02-16,2023-11-27,540,259,4,5,306,3,0,683
684,App Inventarios RX,Entrar afirmó final mejores dentro.,2020-11-16,2022-07-15,2020-11-25,2022-07-29,1259,820,4,5,268,5,0,684
685,App de Tareas SU,Mesa social ciencia pueda todas hacia estoy nosotros sistema.,2021-03-30,2021-07-31,2021-04-13,2021-07-31,1688,1589,4,1,308,6,0,685
686,Sistema RRHH BB,Nuestro entrar tampoco crisis i conseguir países ir nos actual porque.,2020-12-07,2022-11-07,2020-12-13,2022-11-19,402,365,4,5,462,1,0,686
687,Plataforma E-Commerce RX,Tipos espera gente cama frente de línea.,2022-09-26,2024-01-13,2022-10-11,2023-11-03,1939,278,5,4,272,9,0,687
688,Sistema RRHH NS,Problema teatro salud través investigación claro estaba cargo hechos.,2021-02-08,2023-01-01,2021-02-02,,600,517,2,5,390,0,0,688
689,Sistema Flotas VX,Miedo izquierda conocer eran muchas experiencia durante forma.,2025-05-09,2025-12-31,2025-05-16,,1180,984,2,1,120,0,0,689
690,App de Tareas VM,Dos generales electoral vuelta será medida.,2020-11-02,2022-03-15,2020-10-26,,1783,1573,2,1,3,0,0,690
691,Sistema RRHH EI,Programa baja destino dice valores había sistema resto través marco adelante.,2024-10-06,2025-12-22,2024-10-07,2025-11-25,2093,2007,4,2,336,7,0,691
692,App de Tareas WX,Origen unos cultura educación pública propios enero aquí nosotros.,2021-02-04,2022-03-27,2021-02-07,,3750,2474,2,3,130,0,0,692
693,Sistema RRHH SC,Así aquellas tener cuba comunidad apenas congreso e alto militar.,2024-10-13,2025-12-31,2024-10-20,2025-11-25,1834,1775,4,4,142,4,0,693
694,Gestión Documental XY,Importantes agua el miguel superior se propuesta congreso.,2024-04-14,2025-07-15,2024-04-22,,2039,1364,2,4,285,0,0,694
695,Portal Clientes TU,Cinco industria segundo siglo les posible banco aquel buenos semanas.,2022-05-12,2024-06-02,2022-05-16,2024-06-09,1287,1187,4,2,204,2,0,695
696,App de Tareas IR,Dónde relación distintos presente la.,2022-12-15,2024-12-10,2022-12-24,2024-12-15,3640,3257,4,3,403,7,0,696
697,Plataforma E-Commerce OM,Voz sistemas electoral muerte españa pp tierra hospital.,2025-04-28,2025-12-31,2025-05-07,,897,747,2,1,3,0,0,697
698,Plataforma Reservas AW,Marcha problema mis una lucha dolor visita.,2024-12-17,2025-12-31,2024-12-26,2025-11-25,2318,1841,4,2,135,4,0,698
699,Gestión Documental GU,Deseo problemas objetivo españoles aún arte sé cualquier.,2025-05-10,2025-12-31,2025-05-22,2025-07-17,1467,570,5,5,206,6,0,699
700,Portal Clientes ZW,Tal sentido artículo solo rodríguez sí frente cosas.,2021-07-01,2023-02-15,2021-06-22,,985,154,2,5,104,0,0,700
701,Sistema ERP Alpha MK,Tipos mujer da propio considera vuelta puedo he mejor.,2023-08-17,2025-01-12,2023-08-18,2023-12-27,1494,796,5,2,358,3,0,701
702,Sistema RRHH PD,Mundo tenemos principales pasó productos calle lo mira.,2025-06-25,2025-12-31,2025-06-27,,2446,1957,2,4,142,0,0,702
703,App de Tareas CI,Cierta mujeres diversos cantidad volver del enero.,2024-08-12,2025-07-30,2024-08-11,2025-08-08,784,644,4,1,8,3,0,703
704,Gestión Documental VV,Ello sigue contrario sector sea.,2022-10-27,2025-02-25,2022-10-24,,3972,2746,2,3,179,0,0,704
705,Gestión Documental EJ,Yo autoridades formas ellos tales antes segundo.,2024-05-08,2025-04-18,2024-05-03,2025-04-28,409,335,4,5,207,1,0,705
706,Plataforma Reservas AJ,Esfuerzo o actual entonces.,2025-07-29,2025-12-31,2025-08-13,,2696,1453,3,3,258,0,0,706
707,Plataforma E-Commerce SO,Puedo ocho abril siguiente torno tarde instituto da.,2020-08-25,2021-12-29,2020-08-27,2022-01-01,912,635,4,5,449,4,0,707
708,Sistema Flotas NV,Creo llama otra había debe empresas.,2022-11-06,2023-11-21,2022-10-27,,2887,2291,3,4,174,0,0,708
709,Portal Clientes ML,Debe tratamiento manos vuelta empresa estado profesional pocos hermano.,2020-08-25,2021-12-16,2020-09-09,,1902,688,2,4,35,0,0,709
710,Sistema ERP Alpha YA,Diferencia algunos entonces deben conciencia larga.,2020-07-28,2022-02-07,2020-08-09,2021-05-03,1497,569,5,5,181,2,0,710
711,App de Tareas HK,Lenguaje dar tanto afirmó frente buen tuvo espacio realizar.,2023-07-10,2024-04-27,2023-07-05,2024-04-28,2155,1811,4,3,384,7,0,711
712,Portal Clientes MY,Lugar solamente distintas vista pasa resultado figura menor.,2021-12-15,2024-05-28,2021-12-20,,2374,1320,2,3,294,0,0,712
713,Portal Clientes YF,Ocho tenemos riesgo local hizo durante tengo cualquier capaz dios.,2024-01-12,2025-07-28,,,2423,470,1,3,124,0,0,713
714,App Inventarios IH,Ii creo parís diferencia madrid.,2023-12-01,2025-10-02,,,1129,37,1,5,429,0,0,714
715,App de Tareas JJ,Sociedad llamado yo hoy imposible especie calle le buscar.,2023-02-28,2023-09-02,2023-02-19,2023-09-05,1027,644,4,4,41,4,0,715
716,Plataforma E-Commerce DS,Medidas cada democracia comercio sin.,2023-02-08,2024-06-18,2023-02-03,2024-06-21,962,496,4,5,460,3,0,716
717,App de Tareas JF,Otro apoyo aspectos días josé miedo actitud.,2025-12-10,2025-12-31,2025-11-25,2025-11-25,1021,707,4,2,296,2,0,717
718,App Inventarios TE,Quedó sector siquiera con estaba todos dónde españoles.,2021-06-23,2022-08-01,2021-06-27,2022-08-05,2806,2616,4,3,258,8,0,718
